,event,date_played,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,Opening,myrating,hour,time_of_day,type of game
25,Rated Blitz game,2023.01.26,Jay_1999,REDA17,Lost,1994,-10,1968,6,REDA17,1968,Jay_1999,1994,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2023.01.26,2/10/2023 7:36,Standard,Nimzovich-Larsen Attack,1994,7,morning,morning
26,Rated Blitz game,2023.01.26,Jay_1999,ruyshowedthepath,Won,1985,9,1982,-5,Jay_1999,1985,ruyshowedthepath,1982,Won against Similar Rating,A01,Resignation/Checkmate,blitz,2023.01.26,2/10/2023 7:31,Standard,Nimzovich-Larsen Attack,1994,7,morning,morning
27,Rated Blitz game,2023.01.24,TRX-2018,Jay_1999,Lost,1959,7,1995,-10,TRX-2018,1959,Jay_1999,1995,Lost against Similar Rating,A48,Time forfeit,blitz,2023.01.24,2/10/2023 7:58,Standard,"King's Indian, East Indian Defense",1995,7,morning,morning
28,Rated Blitz game,2023.01.24,Jay_1999,TomekWilgosz,Lost,2005,-10,1976,6,TomekWilgosz,1976,Jay_1999,2005,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2023.01.24,2/10/2023 7:23,Standard,Nimzovich-Larsen Attack,2005,7,morning,morning
29,Rated Blitz game,2023.01.24,Kad13,Jay_1999,Won,1866,-3,1999,6,Jay_1999,1999,Kad13,1866,Won against very high rated player,A45,Resignation/Checkmate,blitz,2023.01.24,2/10/2023 7:16,Standard,Queen's Pawn' Opening,2005,7,morning,morning
30,Rated Blitz game,2023.01.24,Jay_1999,manichess21,Won,1988,11,2008,-6,Jay_1999,1988,manichess21,2008,Won against Similar Rating,A01,Time forfeit,blitz,2023.01.24,2/10/2023 7:02,Standard,Nimzovich-Larsen Attack,1999,7,morning,morning
31,Rated Blitz game,2023.01.23,DomingoRemga,Jay_1999,Lost,1945,7,2000,-12,DomingoRemga,1945,Jay_1999,2000,Lost agaist high rated player,D00,Resignation/Checkmate,blitz,2023.01.23,2/10/2023 22:45,Standard,Queen's Pawn' Opening,2000,22,night,night
32,Rated Blitz game,2023.01.23,Koshelev_O_S,Jay_1999,Draw,1875,2,2003,-3,draw,0,draw,0,Draw Game,B01,Resignation/Checkmate,blitz,2023.01.23,2/10/2023 18:50,Standard,Scandinavian Defense,,18,evening,evening
33,Rated Blitz game,2023.01.23,volehmann,Jay_1999,Lost,2035,5,2013,-10,volehmann,2035,Jay_1999,2013,Lost against Similar Rating,B01,Resignation/Checkmate,blitz,2023.01.23,2/10/2023 18:40,Standard,Scandinavian Defense,2013,18,evening,evening
34,Rated Blitz game,2023.01.21,venadominador,Jay_1999,Lost,2063,5,2023,-10,venadominador,2063,Jay_1999,2023,Lost against Similar Rating,D37,Resignation/Checkmate,blitz,2023.01.21,2/10/2023 5:00,Standard,Queen's Gambit Declined,2023,5,night,night
35,Rated Blitz game,2023.01.20,Jay_1999,julico23,Lost,2034,-11,2039,6,julico23,2039,Jay_1999,2034,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2023.01.20,2/10/2023 5:08,Standard,Nimzovich-Larsen Attack,2034,5,night,night
36,Rated Blitz game,2023.01.14,Jay_1999,irmazari,Lost,2047,-13,1969,7,irmazari,1969,Jay_1999,2047,Lost agaist high rated player,A01,Resignation/Checkmate,blitz,2023.01.14,2/10/2023 7:46,Standard,Nimzovich-Larsen Attack,2047,7,morning,morning
37,Rated Blitz game,2023.01.14,DrBudi,Jay_1999,Won,1961,-4,2038,9,Jay_1999,2038,DrBudi,1961,Won agaist high rated player,D02,Time forfeit,blitz,2023.01.14,2/10/2023 6:51,Standard,London System,2047,6,morning,morning
38,Casual Blitz game,2023.01.08,harsh108,Jay_1999,Won,1862,0,2038,0,Jay_1999,2038,harsh108,1862,Won against very high rated player,B10,Resignation/Checkmate,blitz,2023.01.08,2/10/2023 5:51,Standard,Caro-Kann Defense,,5,night,night
39,Casual Blitz game,2023.01.08,Jay_1999,harsh108,Lost,2038,0,1862,0,harsh108,1862,Jay_1999,2038,Lost against very high rated player,A01,Time forfeit,blitz,2023.01.08,2/10/2023 5:43,Standard,Nimzovich-Larsen Attack,,5,night,night
40,Casual Blitz game,2023.01.08,harsh108,Jay_1999,Lost,1862,0,2038,0,harsh108,1862,Jay_1999,2038,Lost against very high rated player,B01,Resignation/Checkmate,blitz,2023.01.08,2/10/2023 5:39,Standard,Scandinavian Defense,,5,night,night
41,Rated Blitz game,2023.01.05,vib1111,Jay_1999,Lost,2095,5,2048,-10,vib1111,2095,Jay_1999,2048,Lost against Similar Rating,B13,Resignation/Checkmate,blitz,2023.01.05,2/10/2023 3:42,Standard,Caro-Kann Defense,2048,3,night,night
42,Rated Blitz game,2023.01.01,Jay_1999,lau3,Won,2035,13,2071,-6,Jay_1999,2035,lau3,2071,Won against Similar Rating,A01,Resignation/Checkmate,blitz,2023.01.01,2/10/2023 23:50,Standard,Nimzovich-Larsen Attack,2048,23,night,night
43,Rated Blitz game,2022.12.31,Jay_1999,SELIM_SADIK10,Lost,2046,-11,2069,5,SELIM_SADIK10,2069,Jay_1999,2046,Lost against Similar Rating,A45,Resignation/Checkmate,blitz,2022.12.31,2/10/2023 6:25,Standard,Queen's Pawn' Opening,2046,6,morning,morning
44,Rated Blitz game,2022.12.31,Jay_1999,Mikeandbike,Lost,2059,-13,2029,7,Mikeandbike,2029,Jay_1999,2059,Lost against Similar Rating,A40,Time forfeit,blitz,2022.12.31,2/10/2023 6:14,Standard,Queen's Pawn' Opening,2059,6,morning,morning
45,Rated Blitz game,2022.12.23,elalfilloco,Jay_1999,Won,2069,-6,2046,13,Jay_1999,2046,elalfilloco,2069,Won against Similar Rating,B13,Time forfeit,blitz,2022.12.23,2/10/2023 22:53,Standard,Caro-Kann Defense,2059,22,night,night
46,Rated Blitz game,2022.12.23,HenrikM1,Jay_1999,Won,2043,-8,2034,12,Jay_1999,2034,HenrikM1,2043,Won against Similar Rating,E94,Resignation/Checkmate,blitz,2022.12.23,2/10/2023 22:45,Standard,King's Indian Defense,2046,22,night,night
47,Rated Blitz game,2022.12.23,SwordmanUA,Jay_1999,Draw,1935,1,2037,-3,draw,0,draw,0,Draw Game,B10,Resignation/Checkmate,blitz,2022.12.23,2/10/2023 21:14,Standard,Caro-Kann Defense,,21,evening,evening
48,Rated Blitz game,2022.12.23,Jay_1999,Ali1965,Lost,2050,-13,2053,6,Ali1965,2053,Jay_1999,2050,Lost against Similar Rating,A01,Time forfeit,blitz,2022.12.23,2/10/2023 21:02,Standard,Nimzovich-Larsen Attack,2050,21,evening,evening
49,Rated Blitz game,2022.12.23,vonjka,Jay_1999,Won,1964,-5,2040,10,Jay_1999,2040,vonjka,1964,Won agaist high rated player,E61,Time forfeit,blitz,2022.12.23,2/10/2023 20:52,Standard,King's Indian Defense,2050,20,evening,evening
50,Rated Blitz game,2022.12.23,mrchen1,Jay_1999,Lost,2080,5,2052,-12,mrchen1,2080,Jay_1999,2052,Lost against Similar Rating,E91,Resignation/Checkmate,blitz,2022.12.23,2/10/2023 19:14,Standard,King's Indian Defense,2052,19,evening,evening
51,Rated Blitz game,2022.12.19,Jay_1999,cyberslayer,Won,2039,13,2015,-5,Jay_1999,2039,cyberslayer,2015,Won against Similar Rating,D02,Resignation/Checkmate,blitz,2022.12.19,2/10/2023 5:20,Standard,London System,2052,5,night,night
52,Rated Blitz game,2022.12.19,flyfinne,Jay_1999,Won,2053,-6,2023,16,Jay_1999,2023,flyfinne,2053,Won against Similar Rating,A48,Time forfeit,blitz,2022.12.19,2/10/2023 4:54,Standard,"King's Indian, East Indian Defense",2039,4,night,night
53,Rated Blitz game,2022.12.07,Jay_1999,sobhy,Lost,2034,-11,2133,4,sobhy,2133,Jay_1999,2034,Lost agaist high rated player,A01,Time forfeit,blitz,2022.12.07,2/10/2023 6:09,Standard,Nimzovich-Larsen Attack,2034,6,morning,morning
54,Rated Rapid game,2022.12.04,Jay_1999,piblounette,Lost,2197,-39,2180,9,piblounette,2180,Jay_1999,2197,Lost against Similar Rating,A01,Resignation/Checkmate,rapid,2022.12.04,2/10/2023 22:08,Standard,Nimzovich-Larsen Attack,2197,22,night,night
55,Rated Blitz game,2022.11.04,novolucas,Jay_1999,Won,1889,-4,2025,9,Jay_1999,2025,novolucas,1889,Won against very high rated player,B10,Resignation/Checkmate,blitz,2022.11.04,2/10/2023 4:33,Standard,Caro-Kann Defense,2034,4,night,night
56,Rated Blitz game,2022.10.02,Jay_1999,bajo_el_cielo_azul,Lost,2037,-12,2034,7,bajo_el_cielo_azul,2034,Jay_1999,2037,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2022.10.02,2/10/2023 22:17,Standard,Nimzovich-Larsen Attack,2037,22,night,night
57,Rated Blitz game,2022.09.14,CeroalAs,Jay_1999,Lost,1981,6,2050,-13,CeroalAs,1981,Jay_1999,2050,Lost agaist high rated player,B15,Resignation/Checkmate,blitz,2022.09.14,2/10/2023 19:30,Standard,Caro-Kann Defense,2050,19,evening,evening
58,Rated Blitz game,2022.09.12,Jay_1999,ratakela,Won,2039,11,2027,-6,Jay_1999,2039,ratakela,2027,Won against Similar Rating,A01,Resignation/Checkmate,blitz,2022.09.12,2/10/2023 3:37,Standard,Nimzovich-Larsen Attack,2050,3,night,night
59,Rated Blitz game,2022.09.12,Denis96458,Jay_1999,Won,2010,-6,2029,10,Jay_1999,2029,Denis96458,2010,Won against Similar Rating,A36,Resignation/Checkmate,blitz,2022.09.12,2/10/2023 0:45,Standard,Mixed of opening I usually not played,2039,0,night,night
60,Rated Blitz game,2022.08.29,Jay_1999,SsaKka11,Won,2020,9,1966,-5,Jay_1999,2020,SsaKka11,1966,Won agaist high rated player,A01,Resignation/Checkmate,blitz,2022.08.29,2/10/2023 18:26,Standard,Nimzovich-Larsen Attack,2029,18,evening,evening
61,Rated Blitz game,2022.08.12,hsmile,Jay_1999,Won,2028,-13,2009,11,Jay_1999,2009,hsmile,2028,Won against Similar Rating,A45,Resignation/Checkmate,blitz,2022.08.12,2/10/2023 18:18,Standard,Queen's Pawn' Opening,2020,18,evening,evening
62,Rated Blitz game,2022.08.12,Jay_1999,PAVEL_KADOCHNIKOV,Won,2001,8,1957,-5,Jay_1999,2001,PAVEL_KADOCHNIKOV,1957,Won against Similar Rating,A01,Time forfeit,blitz,2022.08.12,2/10/2023 6:34,Standard,Nimzovich-Larsen Attack,2009,6,morning,morning
63,Rated Blitz game,2022.08.05,HosseinGhahramanpour,Jay_1999,Lost,2105,5,2008,-7,HosseinGhahramanpour,2105,Jay_1999,2008,Lost agaist high rated player,B13,Resignation/Checkmate,blitz,2022.08.05,2/10/2023 18:28,Standard,Caro-Kann Defense,2008,18,evening,evening
64,Rated Blitz game,2022.07.17,Danluguer,Jay_1999,Lost,1999,7,2017,-9,Danluguer,1999,Jay_1999,2017,Lost against Similar Rating,A00,Resignation/Checkmate,blitz,2022.07.17,2/10/2023 2:39,Standard,Benko Opening,2017,2,night,night
65,Casual Blitz game,2022.07.14,tigu_dave,Jay_1999,Won,1806,0,2017,0,Jay_1999,2017,tigu_dave,1806,Won against very high rated player,B13,Resignation/Checkmate,blitz,2022.07.14,2/10/2023 16:51,Standard,Caro-Kann Defense,,16,afternoon,afternoon
66,Rated Blitz game,2022.07.14,Jay_1999,DoYouEvenChessBr0,Lost,2025,-8,2091,5,DoYouEvenChessBr0,2091,Jay_1999,2025,Lost agaist high rated player,B46,Resignation/Checkmate,blitz,2022.07.14,2/10/2023 15:56,Standard,Sicillian Defense,2025,15,afternoon,afternoon
67,Rated Blitz game,2022.07.13,etdinis,Jay_1999,Won,1990,-5,2016,9,Jay_1999,2016,etdinis,1990,Won against Similar Rating,B15,Resignation/Checkmate,blitz,2022.07.13,2/10/2023 16:32,Standard,Caro-Kann Defense,2025,16,afternoon,afternoon
68,Rated Blitz game,2022.07.13,josephjostar,Jay_1999,Lost,1992,7,2027,-11,josephjostar,1992,Jay_1999,2027,Lost against Similar Rating,B13,Resignation/Checkmate,blitz,2022.07.13,2/10/2023 15:30,Standard,Caro-Kann Defense,2027,15,afternoon,afternoon
69,Rated Blitz game,2022.07.11,Jay_1999,osanjose,Won,2020,7,1921,-5,Jay_1999,2020,osanjose,1921,Won agaist high rated player,A47,Resignation/Checkmate,blitz,2022.07.11,2/10/2023 16:12,Standard,Queen's Indian Defense,2027,16,afternoon,afternoon
70,Rated Blitz game,2022.07.11,Jay_1999,stemapal,Lost,2031,-11,1986,6,stemapal,1986,Jay_1999,2031,Lost against Similar Rating,A01,Time forfeit,blitz,2022.07.11,2/10/2023 15:58,Standard,Nimzovich-Larsen Attack,2031,15,afternoon,afternoon
71,Rated Blitz game,2022.07.10,OekoBauer,Jay_1999,Lost,2043,6,2041,-10,OekoBauer,2043,Jay_1999,2041,Lost against Similar Rating,B10,Time forfeit,blitz,2022.07.10,2/10/2023 18:06,Standard,Caro-Kann Defense,2041,18,evening,evening
72,Rated Blitz game,2022.06.26,rupazhe,Jay_1999,Won,2022,-5,2032,9,Jay_1999,2032,rupazhe,2022,Won against Similar Rating,A38,Resignation/Checkmate,blitz,2022.06.26,2/10/2023 23:17,Standard,Mixed of opening I usually not played,2041,23,night,night
73,Rated Blitz game,2022.06.26,calopes,Jay_1999,Lost,2011,6,2042,-10,calopes,2011,Jay_1999,2042,Lost against Similar Rating,D35,Resignation/Checkmate,blitz,2022.06.26,2/10/2023 22:59,Standard,Queen's Gambit Declined,2042,22,night,night
74,Rated Blitz game,2022.06.26,Jay_1999,Daoudfaraj1,Lost,2054,-12,1977,7,Daoudfaraj1,1977,Jay_1999,2054,Lost agaist high rated player,A01,Resignation/Checkmate,blitz,2022.06.26,2/10/2023 22:55,Standard,Nimzovich-Larsen Attack,2054,22,night,night
75,Rated Blitz game,2022.06.22,Jay_1999,NwaNna,Lost,2064,-10,2062,5,NwaNna,2062,Jay_1999,2064,Lost against Similar Rating,D00,Resignation/Checkmate,blitz,2022.06.22,2/10/2023 18:40,Standard,Queen's Pawn' Opening,2064,18,evening,evening
76,Rated Blitz game,2022.06.12,Anat0lyK,Jay_1999,Lost,2072,6,2074,-10,Anat0lyK,2072,Jay_1999,2074,Lost against Similar Rating,D63,Resignation/Checkmate,blitz,2022.06.12,2/10/2023 1:54,Standard,Mixed of opening I usually not played,2074,1,night,night
77,Rated Blitz game,2022.06.12,Jay_1999,dago2018,Lost,2082,-8,2146,5,dago2018,2146,Jay_1999,2082,Lost agaist high rated player,A01,Resignation/Checkmate,blitz,2022.06.12,2/10/2023 1:34,Standard,Nimzovich-Larsen Attack,2082,1,night,night
78,Rated Blitz game,2022.06.04,Medicos,Jay_1999,Won,2098,-6,2072,10,Jay_1999,2072,Medicos,2098,Won against Similar Rating,B15,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 21:04,Standard,Caro-Kann Defense,2082,21,evening,evening
79,Rated Blitz game,2022.06.04,Celerity,Jay_1999,Lost,2090,5,2082,-10,Celerity,2090,Jay_1999,2082,Lost against Similar Rating,D05,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 20:48,Standard,Queen's Pawn' Opening,2082,20,evening,evening
80,Rated Blitz game,2022.06.04,Jay_1999,jdcomas,Draw,2082,0,2061,0,draw,0,draw,0,Draw Game,A01,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 20:41,Standard,Nimzovich-Larsen Attack,,20,evening,evening
81,Rated Blitz game,2022.06.04,Jay_1999,anzonytorin,Lost,2093,-11,2089,15,anzonytorin,2089,Jay_1999,2093,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 20:39,Standard,Nimzovich-Larsen Attack,2093,20,evening,evening
82,Rated Blitz game,2022.06.04,gsdrg,Jay_1999,Won,2077,-8,2082,11,Jay_1999,2082,gsdrg,2077,Won against Similar Rating,B15,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 20:29,Standard,Caro-Kann Defense,2093,20,evening,evening
83,Rated Blitz game,2022.06.04,Jay_1999,Ben131a,Won,2074,8,1983,-4,Jay_1999,2074,Ben131a,1983,Won agaist high rated player,A01,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 20:22,Standard,Nimzovich-Larsen Attack,2082,20,evening,evening
84,Rated Blitz game,2022.06.04,Abdelhamiedsadoun,Jay_1999,Draw,2070,0,2074,0,draw,0,draw,0,Draw Game,B10,Resignation/Checkmate,blitz,2022.06.04,2/10/2023 20:13,Standard,Caro-Kann Defense,,20,evening,evening
85,Rated Blitz game,2022.05.02,e4e5_f4exf4_Bc4,Jay_1999,Lost,2097,6,2083,-9,e4e5_f4exf4_Bc4,2097,Jay_1999,2083,Lost against Similar Rating,B15,Resignation/Checkmate,blitz,2022.05.02,2/10/2023 4:31,Standard,Caro-Kann Defense,2083,4,night,night
86,Rated Blitz game,2022.04.25,Jay_1999,Phillidor_pills,Lost,2093,-10,2082,6,Phillidor_pills,2082,Jay_1999,2093,Lost against Similar Rating,A01,Time forfeit,blitz,2022.04.25,2/10/2023 0:17,Standard,Nimzovich-Larsen Attack,2093,0,night,night
87,Rated Blitz game,2022.04.17,Jay_1999,LucasGer2020,Lost,2103,-10,2078,6,LucasGer2020,2078,Jay_1999,2103,Lost against Similar Rating,A00,Time forfeit,blitz,2022.04.17,2/10/2023 22:16,Standard,Benko Opening,2103,22,night,night
88,Rated Blitz game,2022.04.17,Jay_1999,dweed,Lost,2112,-9,2138,6,dweed,2138,Jay_1999,2112,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2022.04.17,2/10/2023 21:59,Standard,Nimzovich-Larsen Attack,2112,21,evening,evening
89,Rated Blitz game,2022.04.17,nezarjki,Jay_1999,Won,2092,-6,2103,9,Jay_1999,2103,nezarjki,2092,Won against Similar Rating,B13,Resignation/Checkmate,blitz,2022.04.17,2/10/2023 21:50,Standard,Caro-Kann Defense,2112,21,evening,evening
90,Rated Blitz game,2022.04.17,Bobthegrob,Jay_1999,Won,2125,-6,2091,12,Jay_1999,2091,Bobthegrob,2125,Won against Similar Rating,D00,Time forfeit,blitz,2022.04.17,2/10/2023 21:42,Standard,Queen's Pawn' Opening,2103,21,evening,evening
91,Rated Blitz game,2022.04.17,Jay_1999,Vejard,Won,2080,11,2104,-8,Jay_1999,2080,Vejard,2104,Won against Similar Rating,A13,Resignation/Checkmate,blitz,2022.04.17,2/10/2023 21:10,Standard,English Opening,2091,21,evening,evening
92,Rated Blitz game,2022.04.12,Jay_1999,tahahabeeb,Lost,2087,-7,2223,4,tahahabeeb,2223,Jay_1999,2087,Lost against very high rated player,A05,Time forfeit,blitz,2022.04.12,2/10/2023 22:26,Standard,Reti Opening,2087,22,night,night
93,Rated Blitz game,2022.04.12,Entraditov,Jay_1999,Lost,2143,5,2096,-9,Entraditov,2143,Jay_1999,2096,Lost against Similar Rating,B12,Resignation/Checkmate,blitz,2022.04.12,2/10/2023 22:14,Standard,Caro-Kann Defense,2096,22,night,night
94,Rated Blitz game,2022.04.12,Jay_1999,thanosmaths,Won,2086,10,2042,-5,Jay_1999,2086,thanosmaths,2042,Won against Similar Rating,D00,Resignation/Checkmate,blitz,2022.04.12,2/10/2023 22:06,Standard,Queen's Pawn' Opening,2096,22,night,night
95,Rated Blitz game,2022.04.12,ahmthll,Jay_1999,Lost,2108,5,2098,-12,ahmthll,2108,Jay_1999,2098,Lost against Similar Rating,B10,Resignation/Checkmate,blitz,2022.04.12,2/10/2023 20:59,Standard,Caro-Kann Defense,2098,20,evening,evening
96,Rated Blitz game,2022.04.12,Iwan_PINRANG,Jay_1999,Lost,2106,6,2110,-12,Iwan_PINRANG,2106,Jay_1999,2110,Lost against Similar Rating,B15,Time forfeit,blitz,2022.04.12,2/10/2023 20:52,Standard,Caro-Kann Defense,2110,20,evening,evening
97,Rated Blitz game,2022.03.30,Jay_1999,NYV60,Won,2100,10,2047,-5,Jay_1999,2100,NYV60,2047,Won agaist high rated player,A01,Resignation/Checkmate,blitz,2022.03.30,2/10/2023 18:18,Standard,Nimzovich-Larsen Attack,2110,18,evening,evening
98,Rated Blitz game,2022.03.29,Bonx05,Jay_1999,Won,2062,-5,2089,11,Jay_1999,2089,Bonx05,2062,Won against Similar Rating,B15,Resignation/Checkmate,blitz,2022.03.29,2/10/2023 1:45,Standard,Caro-Kann Defense,2100,1,night,night
99,Rated Bullet game,2022.03.27,Jay_1999,Explodey,Won,1872,24,1825,-5,Jay_1999,1872,Explodey,1825,Won against Similar Rating,D02,Time forfeit,bullet,2022.03.27,2/10/2023 1:57,Standard,London System,1896,1,night,night
100,Rated Blitz game,2022.03.16,Jay_1999,Mormegil,Lost,2100,-11,2121,5,Mormegil,2121,Jay_1999,2100,Lost against Similar Rating,D02,Resignation/Checkmate,blitz,2022.03.16,2/10/2023 18:21,Standard,London System,2100,18,evening,evening
101,Rated Blitz game,2022.03.16,manwithnoname54,Jay_1999,Lost,2116,6,2111,-11,manwithnoname54,2116,Jay_1999,2111,Lost against Similar Rating,B54,Resignation/Checkmate,blitz,2022.03.16,2/10/2023 0:40,Standard,Sicillian Defense,2111,0,night,night
102,Rated Blitz game,2022.03.13,Jay_1999,Berlin98,Lost,2123,-12,2116,7,Berlin98,2116,Jay_1999,2123,Lost against Similar Rating,A01,Time forfeit,blitz,2022.03.13,2/10/2023 3:14,Standard,Nimzovich-Larsen Attack,2123,3,night,night
103,Casual Rapid game,2022.03.13,Jay_1999,Vivek2308,Won,2197,0,1500,0,Jay_1999,2197,Vivek2308,1500,Won against very high rated player,B01,Time forfeit,rapid,2022.03.13,2/10/2023 1:33,Standard,Scandinavian Defense,,1,night,night
104,Casual Rapid game,2022.03.08,Jay_1999,Vivek2308,Won,2197,0,1500,0,Jay_1999,2197,Vivek2308,1500,Won against very high rated player,B01,Resignation/Checkmate,rapid,2022.03.08,2/10/2023 23:07,Standard,Scandinavian Defense,,23,night,night
105,Casual Blitz game,2022.03.08,Vivek2308,Jay_1999,Won,1500,0,2123,0,Jay_1999,2123,Vivek2308,1500,Won against very high rated player,A45,Resignation/Checkmate,blitz,2022.03.08,2/10/2023 21:49,Standard,Queen's Pawn' Opening,,21,evening,evening
106,Rated Blitz game,2022.03.01,gacojo,Jay_1999,Lost,2296,3,2130,-7,gacojo,2296,Jay_1999,2130,Lost against very high rated player,A46,Resignation/Checkmate,blitz,2022.03.01,2/10/2023 21:39,Standard,Queen's Pawn' Opening,2130,21,evening,evening
107,Rated Blitz game,2022.02.27,freehugs,Jay_1999,Draw,2140,0,2129,1,draw,0,draw,0,Draw Game,B13,Resignation/Checkmate,blitz,2022.02.27,2/10/2023 23:16,Standard,Caro-Kann Defense,,23,night,night
108,Rated Blitz game,2022.02.27,Jay_1999,Roet,Won,2121,8,2017,-4,Jay_1999,2121,Roet,2017,Won against very high rated player,E17,Time forfeit,blitz,2022.02.27,2/10/2023 23:03,Standard,Mixed of opening I usually not played,2129,23,night,night
109,Rated Blitz game,2022.02.20,Jay_1999,ShepherdsBushSage,Lost,2132,-11,2163,5,ShepherdsBushSage,2163,Jay_1999,2132,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2022.02.20,2/10/2023 3:24,Standard,Nimzovich-Larsen Attack,2132,3,night,night
110,Rated Blitz game,2022.02.19,GabrielBoric,Jay_1999,Lost,2147,6,2144,-12,GabrielBoric,2147,Jay_1999,2144,Lost against Similar Rating,D35,Resignation/Checkmate,blitz,2022.02.19,2/10/2023 22:16,Standard,Queen's Gambit Declined,2144,22,night,night
111,Rated Blitz game,2022.02.16,Jay_1999,ali761,Won,2132,12,2122,-5,Jay_1999,2132,ali761,2122,Won against Similar Rating,A01,Resignation/Checkmate,blitz,2022.02.16,2/10/2023 19:18,Standard,Nimzovich-Larsen Attack,2144,19,evening,evening
112,Rated Blitz game,2022.02.15,epikouros,Jay_1999,Lost,2114,6,2146,-14,epikouros,2114,Jay_1999,2146,Lost against Similar Rating,A40,Resignation/Checkmate,blitz,2022.02.15,2/10/2023 2:58,Standard,Queen's Pawn' Opening,2146,2,night,night
113,Rated Blitz game,2022.02.15,Jay_1999,Dkv5,Won,2132,14,2139,-6,Jay_1999,2132,Dkv5,2139,Won against Similar Rating,A01,Time forfeit,blitz,2022.02.15,2/10/2023 2:45,Standard,Nimzovich-Larsen Attack,2146,2,night,night
114,Casual Blitz game,2022.02.15,Jay_1999,harsh108,Won,2132,0,1943,0,Jay_1999,2132,harsh108,1943,Won against very high rated player,A00,Resignation/Checkmate,blitz,2022.02.15,2/10/2023 2:30,Standard,Benko Opening,,2,night,night
115,Casual Blitz game,2022.02.15,harsh108,Jay_1999,Won,1943,0,2132,0,Jay_1999,2132,harsh108,1943,Won against very high rated player,B13,Resignation/Checkmate,blitz,2022.02.15,2/10/2023 2:23,Standard,Caro-Kann Defense,,2,night,night
116,Casual Blitz game,2022.01.18,lazyyoung,Jay_1999,Won,1500,0,2132,0,Jay_1999,2132,lazyyoung,1500,Won against very high rated player,A00,Resignation/Checkmate,blitz,2022.01.18,2/10/2023 17:55,Standard,Benko Opening,,17,afternoon,afternoon
117,Casual Blitz game,2022.01.18,Jay_1999,lazyyoung,Won,2132,0,1500,0,Jay_1999,2132,lazyyoung,1500,Won against very high rated player,C23,Resignation/Checkmate,blitz,2022.01.18,2/10/2023 17:44,Standard,King's Pawn Opening,,17,afternoon,afternoon
118,Rated Blitz game,2022.01.12,mahmoud_question2,Jay_1999,Lost,2055,7,2147,-15,mahmoud_question2,2055,Jay_1999,2147,Lost agaist high rated player,B10,Resignation/Checkmate,blitz,2022.01.12,2/10/2023 3:04,Standard,Caro-Kann Defense,2147,3,night,night
119,Rated Blitz game,2021.12.11,Jay_1999,erm39,Lost,2159,-12,2110,7,erm39,2110,Jay_1999,2159,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2021.12.11,2/10/2023 17:23,Standard,Nimzovich-Larsen Attack,2159,17,afternoon,afternoon
120,Rated Blitz game,2021.11.16,Jay_1999,eel9,Won,2150,9,2153,-5,Jay_1999,2150,eel9,2153,Won against Similar Rating,A01,Time forfeit,blitz,2021.11.16,2/10/2023 23:00,Standard,Nimzovich-Larsen Attack,2159,23,night,night
121,Rated Blitz game,2021.11.15,mondriaan,Jay_1999,Lost,2181,6,2158,-8,mondriaan,2181,Jay_1999,2158,Lost against Similar Rating,D06,Resignation/Checkmate,blitz,2021.11.15,2/10/2023 6:36,Standard,Mixed of opening I usually not played,2158,6,morning,morning
122,Rated Blitz game,2021.11.15,VXPX17,Jay_1999,Won,2146,-6,2149,9,Jay_1999,2149,VXPX17,2146,Won against Similar Rating,D43,Resignation/Checkmate,blitz,2021.11.15,2/10/2023 6:24,Standard,Mixed of opening I usually not played,2158,6,morning,morning
123,Rated Blitz game,2021.11.06,Suavecit,Jay_1999,Lost,2099,7,2159,-10,Suavecit,2099,Jay_1999,2159,Lost agaist high rated player,D55,Resignation/Checkmate,blitz,2021.11.06,2/10/2023 1:36,Standard,Mixed of opening I usually not played,2159,1,night,night
124,Rated Blitz game,2021.11.06,Jay_1999,Tahiel439,Won,2153,6,2009,-4,Jay_1999,2153,Tahiel439,2009,Won against very high rated player,A01,Time forfeit,blitz,2021.11.06,2/10/2023 1:28,Standard,Nimzovich-Larsen Attack,2159,1,night,night
125,Rated Blitz game,2021.10.18,BarcelonaIDM,Jay_1999,Lost,2199,5,2161,-8,BarcelonaIDM,2199,Jay_1999,2161,Lost against Similar Rating,A45,Time forfeit,blitz,2021.10.18,2/10/2023 20:34,Standard,Queen's Pawn' Opening,2161,20,evening,evening
